locker_stat_id,district,facility_name,address,operation_status,installed_year,removed_year,locker_count,2021,2022,2023,2024,2025,2026_h1,snapshot_date,source_sheet
STAT_bcf74284cb91,금천구,금빛휘트니스센터,금하로668 금빛공원,철거,2017,2023,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_936b450d3897,금천구,금천구청,시흥대로73길 70,운영,2018,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_2cb38fb629a9,영등포구,영등포청소년상담복지센터,도영로22길 36,철거,,2024,12,0.35,0.35,0.32,0.33254411207619455,0.3153637804847482,0.2919195385982313,2026-06-30,구별 연간 점유율
STAT_ac0e67648966,영등포구,영등포 제1스포츠센터,신풍로 1,운영,2013,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_cf76a9f31288,영등포구,신길6동복지관,대방천로 193,운영,,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_33df9863f186,영등포구,영등포 평생학습관,버드나루로15길 10,운영,2017,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_a60db2ab9433,영등포구,영등포본동주민센터,신길로61길 17,운영,2016,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_5382f3a621ba,영등포구,신길4동1동1마을공영주차장,신길로40길 5,운영,2016,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_320997c6f358,영등포구,신길7동 주민센터,여의대방로43길 10,운영,2015,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_e3d3a1ede407,영등포구,도림동 주민센터,도영로7길 10,운영,2014,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_a835274b8243,영등포구,다사랑어린이공원(경로당),대림로23가길 5,운영,2013,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_882f7d1a36f1,영등포구,신길1동 주민센터,영등포로84길 24-5,운영,2013,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_73ecd7c0cbc7,영등포구,대림도서관,도신로 27,운영,2013,,26,,,,,,,2026-06-30,구별 연간 점유율
STAT_e31f089e2af8,영등포구,그린케어센터,당산로29길 9,운영,2013,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_dc9c9cf7c202,동작구,스페이스살림,노량진로 10,운영,2021,,19,0.31,0.28,0.27,0.2934586554603453,0.24666210549557113,0.2331207313118594,2026-06-30,구별 연간 점유율
STAT_c5df9c17d8f5,동작구,사당종합체육관,사당로27길 232,운영,2022,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_836471fef345,동작구,신한은행 숭실대역 지점,상도로37길 76 (상도동),운영,2019,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_ba2e73e2c8ad,동작구,순만빌딩,노량진로 169,운영,2017,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_996f07c4ece7,동작구,사당문화회관,사당로8길 9,운영,2016,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_bf55db69f366,동작구,상도1동주민센터,상도로53길 9,운영,2016,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_da0f3a674fb7,동작구,예그리나주택,국사봉8길 47,철거,2015,2025,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_9227ed4259f5,동작구,강남교회 교육관,만양로 76,운영,2014,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_e3a9ba06c7fd,동작구,동작청소년센터,상도로15바길 5,운영,2014,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_594cee10f6bf,동작구,kb국민은행 동작구청지점,장승배기로 161,운영,2013,,47,,,,,,,2026-06-30,구별 연간 점유율
STAT_6db9bba2b70d,동작구,사당노인종합복지관,남부순환로 2081,운영,2013,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_590aa89b66f6,동작구,상도3동 주민센터,성대로2길 11,운영,2013,,33,,,,,,,2026-06-30,구별 연간 점유율
STAT_c90e70b29716,동작구,신대방해피점,신대방1나길 26,철거,,2026,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_5120b86a6b6f,동작구,현대오일뱅크_사당셀프주유소,동작대로 73,운영,2019,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_fe6f6bc2a124,관악구,미성체육관,난우16길 37,운영,2023,,12,0.36,0.34,0.29,0.29956573173527196,0.2902573372176058,0.28249276933866435,2026-06-30,구별 연간 점유율
STAT_56299bc63850,관악구,신한은행_신림역,관악구 신림동 남부순환로 1590,운영,2022,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_1d3fb4e138cc,관악구,신한은행 (구)봉천서 지점,은천로 110 (봉천동),운영,2019,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_936f209efdf3,관악구,신한은행 신림대학동 지점,호암로26길 58 대학동 (신림동),철거,2019,2024,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_26ef031f14e0,관악구,서원동주민센터,신림로 282,운영,2017,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_ac86c63305db,관악구,관악청소년회관,신림로23길 17,운영,2016,,26,,,,,,,2026-06-30,구별 연간 점유율
STAT_b41f016635ef,관악구,인헌동주민센터,남부순환로246가길 20,운영,2016,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_74d2efca893f,관악구,남현동 주민센터,남현1가길 29,운영,2014,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_aa17782bb666,관악구,청룡동 주민센터,쑥고개로 44,운영,2014,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_739bf0c4ecec,관악구,조원동주민센터,조원로12길 25,운영,2013,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_b0a304140bbb,관악구,신사동자치회관,조원로 151-1,운영,2013,,26,,,,,,,2026-06-30,구별 연간 점유율
STAT_760a24d827b5,관악구,행운동주민센터,행운1길 43,운영,2013,,26,,,,,,,2026-06-30,구별 연간 점유율
STAT_b467abb13ad2,관악구,미성동자치회관,난곡로 52길 16,철거,,2023,,,,,,,,2026-06-30,구별 연간 점유율
STAT_cb297e1d13e2,관악구,관악구청,관악로 145,운영,2018,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_f1828ad4a155,관악구,국사봉 체육관,국회단지길 144 51,운영,2024,,,,,,,,,2026-06-30,구별 연간 점유율
STAT_fd7dad718d33,관악구,신림여성회관,대학길 64,운영,2018,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_ed2495e74c89,관악구,현대오일뱅크_관악셀프주유소,남부순환로 1520,철거,2019,2024,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_e2c06f7250be,서초구,양재1동민원분소,남부순환로 2610,운영,2020,,12,0.34,0.32,0.34,0.3440869430404586,0.3284399554954976,0.3272196668707098,2026-06-30,구별 연간 점유율
STAT_5f1d756f00d5,서초구,양재2동주민센터,강남대로12길 44,운영,2015,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_465a64adf765,서초구,언구비 공영주차장,강남대로83길 55,운영,,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_1c2f11d66857,서초구,방배열린문화센터,방배로 173,운영,2014,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_18a2f9da394e,서초구,방배2동 주민센터,청두곶길 36,운영,2014,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_fc2875410dda,서초구,방음언덕형 공영주차장,주흥3길 34,철거,,2023,,,,,,,,2026-06-30,구별 연간 점유율
STAT_c30d9a40d4f3,서초구,양재공영주차장,양재천로 125-10,운영,,,,,,,,,,2026-06-30,구별 연간 점유율
STAT_dc1b29d184b4,서초구,서초꿈나무라이온스 보금자리,언남10길 48,운영,2013,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_85943aef4c38,강남구,역삼청소년수련관,논현로64길 7,운영,2019,,12,0.4,0.42,0.38,0.37621225733719815,0.4184072052469399,0.39551012948908,2026-06-30,구별 연간 점유율
STAT_6518099b70e6,강남구,대치2동 주민센터,영동대로65길 24,운영,2017,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_2b28404d36cc,강남구,도곡1동 주민센터,도곡로18길 57,운영,2017,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_62092e77fe91,강남구,논현1동주민센터,학동로20길 25,운영,2015,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_e06c1f8676b7,강남구,대치4동 주민센터,도곡로77길 23,운영,2014,,47,,,,,,,2026-06-30,구별 연간 점유율
STAT_3dc9d927646b,강남구,도곡2동주민센터,남부순환로378길 34-9,운영,2013,,26,,,,,,,2026-06-30,구별 연간 점유율
STAT_178da6eefa25,강남구,일원1동주민센터,양재대로55길 14,철거,2018,2023,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_03addec1b766,강남구,역삼1동 주민센터,역삼로7길 16,운영,2020,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_9dcc8bc338db,강남구,현대오일뱅크_신사현대점,도산대로 163,철거,2019,2025,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_fdc8088d2280,송파구,가락2동치안센터,오금로46길 55,운영,,,12,0.35,0.32,0.37,0.4243499534313424,0.3884679696200571,0.38523996891462936,2026-06-30,구별 연간 점유율
STAT_c6fcda5233f0,송파구,삼전지구대,백제고분로 238,운영,2021,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_3d8d555688c0,송파구,장지동 주민센터,새말로19길 6,철거,2017,2025,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_dd23b99ed730,송파구,거여2동주민센터,거마로2길 19,운영,2016,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_a95b9e0fb955,송파구,마천2동주민센터,마천로 287,운영,2021,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_90806d728341,송파구,석촌동주민센터,백제고분로37길 16,운영,2015,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_214fb25fa781,송파구,송파노인종합복지관,백제고분로32길 41,운영,2014,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_5e9e07ce50c5,송파구,여의도 순복음송파교회,마천로 17,운영,2014,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_bee805484f91,송파구,송파여성 문화회관,백제고분로42길 5,운영,2013,,33,,,,,,,2026-06-30,구별 연간 점유율
STAT_3e86236a82a9,송파구,거여1동주민센터,오금로53길 32,운영,2013,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_f7f629d29cd0,송파구,문정1동 주민센터,동남로 116,운영,2018,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_21833b1ab987,강동구,강동구 평생학습관(명일동 공영주차장),구천면로 395,운영,,,12,0.41,0.4,0.3072874955118871,0.3619097405878039,0.31399335964428127,0.25275421773723983,2026-06-30,구별 연간 점유율
STAT_43f52127c80f,강동구,천호 청소년 문화의집,천중로 61,운영,2023,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_72c009707087,강동구,둔촌역전통시장공영주차장,성내동 417-34,운영,2021,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_7e6e3efd79db,강동구,2001아울렛천호점,구천면로 189,철거,2016,2026,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_d00fab07a6f6,강동구,강일동주민센터,아리수로93길 9-14,운영,2026,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_debabdac3ce2,강동구,길동주민센터,길동 228-10,운영,2015,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_5049cc7dcee3,강동구,성내1동 주민센터,성내로 13,운영,2014,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_3bf669c51a40,강동구,암사2동 주민센터,상암로3길 28,운영,2014,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_7b79614c1bf0,강동구,강동구민회관,상암로 168,운영,2014,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_a6d8c6945079,강동구,강동구립암사도서관,고덕로20길 42,운영,2013,,19,,,,,,,2026-06-30,구별 연간 점유율
STAT_0e13e54ef4ed,강동구,강동구립해공도서관,올림픽로 702,운영,2021,,12,,,,,,,2026-06-30,구별 연간 점유율
STAT_d812ffe286cc,강동구,구립안말경로당,풍성로45길 11,운영,2023,,12,,,,,,,2026-06-30,구별 연간 점유율
