district,age_group,one_person_households,reference_year,source_table_id,source_name
강서구,75~79세,4747,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
강서구,80~84세,3311,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
강서구,85세이상,2708,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,합계,65153,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,20세미만,218,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,20~24세,2613,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,25~29세,9594,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,30~34세,9730,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,35~39세,5751,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,40~44세,4267,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,45~49세,3599,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,50~54세,4011,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,55~59세,4058,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,60~64세,4579,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,65~69세,4985,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,70~74세,4084,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,75~79세,3342,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,80~84세,2490,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
구로구,85세이상,1832,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,합계,55126,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,20세미만,109,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,20~24세,2209,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,25~29세,10052,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,30~34세,9676,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,35~39세,4880,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,40~44세,3269,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,45~49세,2602,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,50~54세,3122,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,55~59세,3601,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,60~64세,4034,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,65~69세,3918,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,70~74세,2785,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,75~79세,2151,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,80~84세,1587,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
금천구,85세이상,1131,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
영등포구,합계,81908,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
영등포구,20세미만,180,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
영등포구,20~24세,3536,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
영등포구,25~29세,16745,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
영등포구,30~34세,16781,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
영등포구,35~39세,8515,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
영등포구,40~44세,5400,2025,DT_1PL1502,KOSIS 성 및 연령별 1인가구-시군구
