locker_id,district,locker_name,address,full_address,latitude,longitude,collection_date,district_source,address_source,quality_status
LKR_c2f1f03d2aa9,노원구,상계2동주민센터,상계로 118,서울특별시 노원구 상계로 118,37.65748324,127.0678641,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_9a3d9f15b0b5,노원구,상계역 자전거대여소,상계로 190,서울특별시 노원구 상계로 190,37.66136038,127.0740077,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_36881757a2b1,금천구,신한은행 금천점,금천구 금하로 747-1(시흥동),서울특별시 금천구 금하로 747-1(시흥동),37.45023,126.91286,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_78fa217501c4,금천구,독산2동주민센터,독산로 179,서울특별시 금천구 독산로 179,37.463147,126.903483,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_ec5120bf3543,금천구,시흥4동 주민센터,독산로36길 14,서울특별시 금천구 독산로36길 14,37.45897882,126.9061845,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_def528f6e56d,금천구,금천호암노인복지관,독산로72길 86-5,서울특별시 금천구 독산로72길 86-5,37.46951288,126.9064493,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_f703e1d41f8e,금천구,독산1동주민센터,시흥대로123길 11,서울특별시 금천구 시흥대로123길 11,37.47021904,126.8970437,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_14b404d40634,금천구,시흥3동 주민센터,시흥대로18길 40,서울특별시 금천구 시흥대로18길 40,37.44025906,126.9058017,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_19d644760efc,금천구,금천구청,시흥대로73길 70,서울특별시 금천구 시흥대로73길 70,37.45706564,126.8960369,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_6d70ce3a5169,구로구,구로구민회관,가마산로25길 21,서울특별시 구로구 가마산로25길 21,37.49710267,126.8895491,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_a07f00768cb1,구로구,오류1동텃골공영주차장,경인로15길 22,서울특별시 구로구 경인로15길 22,37.49547454,126.8391859,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_57d01e15d682,구로구,구로구민 체육센터,고척로45길 39,서울특별시 구로구 고척로45길 39,37.5065812,126.8532759,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_2e86b99262e8,구로구,구로2동주민센터앞,구로동로 141,서울특별시 구로구 구로동로 141,37.49131972,126.883399,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_90447c061267,구로구,구로구 시설관리공단,구로동로26길 54,서울특별시 구로구 구로동로26길 54,37.48988023,126.8865602,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_2bbe157a4e26,구로구,구로역1번출구 NC백화점,구로중앙로 174,서울특별시 구로구 구로중앙로 174,37.50243453,126.8814915,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_a9380cea40ca,구로구,서울교통공사대림별관,도림천로 352,서울특별시 구로구 도림천로 352,37.49343362,126.8942425,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_f3c46ca1d738,광진구,중곡종합건강센터,긴고랑로 110,서울특별시 광진구 긴고랑로 110,37.55933775,127.0870912,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_bc8a0a5e6942,광진구,중곡1동주민센터,긴고랑로12길 49,서울특별시 광진구 긴고랑로12길 49,37.56066758,127.0800521,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_46897a2fa589,광진구,중곡문화체육센터,능동로 433,서울특별시 광진구 능동로 433,37.56777923,127.0848024,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_fe3f95b453b4,광진구,화양동주민센터,능동로17길 39,서울특별시 광진구 능동로17길 39,37.54653715,127.0713179,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_61d95b8671c4,광진구,자양4동 주민센터,뚝섬로26길 58,서울특별시 광진구 뚝섬로26길 58,37.53409774,127.0662583,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_405bff64aa69,광진구,자양문화체육센터,뚝섬로52길 66,서울특별시 광진구 뚝섬로52길 66,37.52925,127.07752,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_1fc72d309998,광진구,군자동 주민센터,면목로 13,서울특별시 광진구 면목로 13,37.55549,127.07544,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_3ffa05b807db,광진구,동부여성발전센터,아차산로30길 36,서울특별시 광진구 아차산로30길 36,37.53940284,127.0667178,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_8e800410fe96,광진구,광진경찰서,자양로 167,서울특별시 광진구 자양로 167,37.54291139,127.0839021,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_9362a67dd439,광진구,구의2동주택가 공동주차장,자양로 309,서울특별시 광진구 자양로 309,37.55309169,127.0931195,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_f7108fce9b33,광진구,자양2동주민센터,자양로3가길 26,서울특별시 광진구 자양로3가길 26,37.5288,127.084389,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_64820407aa82,광진구,자양종합사회복지관,자양번영로 35,서울특별시 광진구 자양번영로 35,37.53289844,127.0752337,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_95db424452d3,관악구,신한은행 신림역점,관악구 신림동 남부순환로 1590,서울특별시 관악구 신림동 남부순환로 1590,37.48372,126.92731,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_dc4b96e6934f,관악구,관악구청,관악로 145,서울특별시 관악구 관악로 145,37.47821059,126.9515013,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_786192875563,관악구,인헌동주민센터,남부순환로246가길 20,서울특별시 관악구 남부순환로246가길 20,37.47509931,126.9653244,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_81148364f0d0,관악구,남현동 주민센터,남현1가길 29,서울특별시 관악구 남현1가길 29,37.47468782,126.9778753,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_4c92625bc04b,관악구,신림여성교실,대학길 64,서울특별시 관악구 대학길 64,37.46792,126.93745,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_59eca32d5bef,관악구,서원동주민센터,신림로 282,서울특별시 관악구 신림로 282,37.47976917,126.9313747,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_8e66765c6d3b,관악구,관악청소년회관,신림로23길 17,서울특별시 관악구 신림로23길 17,37.47024388,126.9352434,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_f41c0d72854e,관악구,청룡동 주민센터,쑥고개로 44,서울특별시 관악구 쑥고개로 44,37.47911752,126.9416408,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_caed9e176ff0,관악구,신한은행 (구)봉천서 지점,은천로 110 (봉천동),서울특별시 관악구 은천로 110 (봉천동),37.486686,126.94735,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_3203b95a009b,관악구,신사동자치회관,조원로 151-1,서울특별시 관악구 조원로 151-1,37.48595223,126.9191029,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_598888a4d01f,관악구,조원동주민센터,조원로12길 25,서울특별시 관악구 조원로12길 25,37.48256328,126.9077947,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_5e59b032d95a,관악구,행운동주민센터,행운1길 43,서울특별시 관악구 행운1길 43,37.4806426,126.9570309,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_cb6575d0b48f,강서구,가로공원공영주차장1번출구,가로공원로 189,서울특별시 강서구 가로공원로 189,37.53723485,126.8370391,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_322ba717b24d,강서구,발산1동주민센터,강서로47길 54,서울특별시 강서구 강서로47길 54,37.55311631,126.8331774,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_fa1928582383,강서구,내발산동 문화센터,강서로52길 89,서울특별시 강서구 강서로52길 89,37.55749617,126.8431978,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_87d797cfd3d6,강서구,곰달래복지문화센터,강서로5길 50,서울특별시 강서구 강서로5길 50,37.52906001,126.8488981,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_238ef642429c,강서구,화곡 1-1 공영주차장,곰달래로15길 28,서울특별시 강서구 곰달래로15길 28,37.53142042,126.8398737,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_c7ccd78cfe70,강서구,화곡8동 주민센터,곰달래로25길 45,서울특별시 강서구 곰달래로25길 45,37.53269577,126.8483303,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_33c57a18842b,강서구,화곡4동주민센터,곰달래로57가길 26,서울특별시 강서구 곰달래로57가길 26,37.53468533,126.8608015,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_76725f0d30ff,강서구,길꽃어린이도서관,금낭화로24길 5,서울특별시 강서구 금낭화로24길 5,37.578736,126.813542,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_19141b79a847,강서구,볏골공원공원주차장,까치산로4길 22,서울특별시 강서구 까치산로4길 22,37.54181557,126.8443228,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_3a117394a195,강서구,신방화역환승주차장,마곡서1로 111-12,서울특별시 강서구 마곡서1로 111-12,37.56694808311365,126.8178402846528,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_16a90633206a,강서구,화곡2동주민센터,서울특별시 강서구 곰달래로37길 13,서울특별시 강서구 곰달래로37길 13,37.531842,126.854517,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_fc6ad73a6b1e,강서구,공항동 주민센터,송정로 45,서울특별시 강서구 송정로 45,37.55878282,126.8100744,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_0600c86a509c,강서구,화곡 6-1 공영주차장,우장산로 114,서울특별시 강서구 우장산로 114,37.55303204,126.848514,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_20576450823c,강서구,화곡 3-1 공영주차장,화곡로15길 40,서울특별시 강서구 화곡로15길 40,37.54176857,126.8347274,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_a396607b48f9,강북구,수유역1번출구,도봉로 338,서울특별시 강북구 도봉로 338,37.63825762,127.0262147,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_c4cccbec8d71,강북구,미아사거리역1번출구,도봉로 50,서울특별시 강북구 도봉로 50,37.614017,127.03021,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_9fe821367fc7,강북구,강북구청 본관 입구,도봉로89길 13,서울특별시 강북구 도봉로89길 13,37.63918564,127.0254495,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_c8fa3f91a0b5,강북구,강북문화예술회관,삼각산로 85,서울특별시 강북구 삼각산로 85,37.64098982,127.0138782,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_964d5475530f,강북구,수유1동 주민센터,삼양로 299,서울특별시 강북구 삼양로 299,37.63005161,127.0175593,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_54b9735b9aa0,강북구,솔밭근린공원 개방화장실,삼양로 561,서울특별시 강북구 삼양로 561,37.65301303,127.0122541,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_68299b83b381,강북구,미아동 복합청사,솔매로49길 14,서울특별시 강북구 솔매로49길 14,37.62709132,127.0269752,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_a807da91726c,강북구,번동북부시장 북부마트,한천로123길 26,서울특별시 강북구 한천로123길 26,37.63623598,127.0303422,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_c753f9622150,강동구,강동구립암사도서관,고덕로20길 42,서울특별시 강동구 고덕로20길 42,37.55283303,127.1333655,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_ec4a871e38e6,강동구,길동주민센터,길동 228-10,서울특별시 강동구 길동 228-10,37.53445,127.14268,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_037152d2a80d,강동구,강동구민회관,상암로 168,서울특별시 강동구 상암로 168,37.54573146,127.1412225,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_163e667d9a5c,강동구,암사2동 주민센터,상암로3길 28,서울특별시 강동구 상암로3길 28,37.55170631,127.1272709,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_9565c067fc7d,강동구,둔촌역전통시장공영주차장,성내동 417-34,서울특별시 강동구 성내동 417-34,37.528578,127.133714,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_9f2ee61a6e5f,강동구,성내1동 주민센터,성내로 13,서울특별시 강동구 성내로 13,37.53047772,127.122458,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_48cb1f75ae8e,강동구,강동구립해공도서관,올림픽로 702,서울특별시 강동구 올림픽로 702,37.5440326349,127.125559726,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_9a9b29ad4fb3,강남구,도곡2동주민센터,남부순환로378길 34-9,서울특별시 강남구 남부순환로378길 34-9,37.48372311,127.046407,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_53b587e8ef29,강남구,역삼청소년수련관,논현로64길 7,서울특별시 강남구 논현로64길 7,37.493975,127.040911,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_554c166a94be,강남구,도곡1동 주민센터,도곡로18길 57,서울특별시 강남구 도곡로18길 57,37.48831029,127.0388804,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_efa475cdae79,강남구,대치4동 주민센터,도곡로77길 23,서울특별시 강남구 도곡로77길 23,37.49972971,127.0578495,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_9ba2f45aec14,강남구,현대오일뱅크 신사현대점,서울특별시 강남구 도산대로 163,서울특별시 강남구 도산대로 163,37.51934,127.02633,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_7b6fce71c753,강남구,역삼1동 주민센터,역삼로7길 16,서울특별시 강남구 역삼로7길 16,37.495356,127.033375,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_92ea6b8bca13,강남구,대치2동 주민센터,영동대로65길 24,서울특별시 강남구 영동대로65길 24,37.50230436,127.0641877,2026-08-26,seoul_open_api,seoul_open_api,original
LKR_42d653fdae5c,강남구,논현1동주민센터,학동로20길 25,서울특별시 강남구 학동로20길 25,37.51150384,127.0285346,2026-08-26,seoul_open_api,seoul_open_api,original
