locker_stat_id,district,facility_name,address,operation_status,installed_year,removed_year,locker_count,snapshot_date,period,occupancy_rate,usage_count,year,period_end,months_observed,is_partial_year,installed_year_conflict,data_quality_status,occupancy_rate_pct,monthly_avg_usage
STAT_758ff5ca6137,광진구,구의2동주택가 공동주차장,자양로 309,운영,2017,,19,2026-06-30,2022,,2404.0,2022,2022-12-31,12,False,False,ok,,200.33333333333334
STAT_e9bf395d37b8,광진구,자양종합사회복지관,자양번영로 35,운영,2016,,19,2026-06-30,2022,,3418.0,2022,2022-12-31,12,False,False,ok,,284.8333333333333
STAT_408bd0ac3797,광진구,중곡문화체육센터,능동로 433,운영,2016,,19,2026-06-30,2022,,2727.0,2022,2022-12-31,12,False,False,ok,,227.25
STAT_e55a66477e82,광진구,중곡종합건강센터,긴고랑로 110,운영,2016,,19,2026-06-30,2022,,2195.0,2022,2022-12-31,12,False,False,ok,,182.91666666666666
STAT_3acf37d271c1,광진구,화양동주민센터,능동로17길 39,운영,2015,,19,2026-06-30,2022,,2535.0,2022,2022-12-31,12,False,False,ok,,211.25
STAT_63bdb69c59a1,광진구,자양4동 주민센터,뚝섬로26길 58,운영,2014,,19,2026-06-30,2022,,3346.0,2022,2022-12-31,12,False,False,ok,,278.8333333333333
STAT_ca5751664bd1,광진구,동부여성발전센터,아차산로30길 36,운영,2014,,26,2026-06-30,2022,,3119.0,2022,2022-12-31,12,False,False,ok,,259.9166666666667
STAT_2b92845e04d7,광진구,중곡1동주민센터,긴고랑로12길 49,운영,2018,,12,2026-06-30,2022,,1440.0,2022,2022-12-31,12,False,False,ok,,120.0
STAT_cd0d76d74c3a,광진구,현대오일뱅크_중원주유소,동일로 398,철거,2019,2023,,2026-06-30,2022,,98.00277777777778,2022,2022-12-31,12,False,False,ok,,8.166898148148148
STAT_0c47cbd55ae6,광진구,광진경찰서,자양로 167,운영,2018,,12,2026-06-30,2022,,1720.0,2022,2022-12-31,12,False,False,ok,,143.33333333333334
STAT_eaa2d3d65362,동대문구,휘경동공영주차장,망우로12길 33,운영,2019,,19,2026-06-30,2022,0.24,395.0,2022,2022-12-31,12,False,False,ok,24.0,32.916666666666664
STAT_d0f69a3385d2,동대문구,이문체육문화센터,한천로58길 81-49,운영,2022,,12,2026-06-30,2022,,125.0,2022,2022-12-31,12,False,False,ok,,10.416666666666666
STAT_8507bb784f10,동대문구,신한은행 외대역 지점,휘경로 23(이문동),철거,2019,2026,12,2026-06-30,2022,,1872.4833333333333,2022,2022-12-31,12,False,False,ok,,156.0402777777778
STAT_764b677382e5,동대문구,나사렛교회,전농로27길 42,철거,2017,2024,19,2026-06-30,2022,,2571.0,2022,2022-12-31,12,False,False,ok,,214.25
STAT_30253358ff81,동대문구,장안2동 공영주차장,답십리로65길 124-5,운영,2017,,19,2026-06-30,2022,,2650.0,2022,2022-12-31,12,False,False,ok,,220.83333333333334
STAT_0e5791032abc,동대문구,동대문구청 종합민원실,천호대로 145,운영,2016,,19,2026-06-30,2022,,1787.0,2022,2022-12-31,12,False,False,ok,,148.91666666666666
STAT_d88bac6a8b15,동대문구,동대문종합사회복지관,약령시로5길 22,철거,2016,2023,19,2026-06-30,2022,,885.0,2022,2022-12-31,12,False,False,ok,,73.75
STAT_6bc8f8825cac,동대문구,회기동공영주차장,회기로25길 31,운영,2016,,12,2026-06-30,2022,,2035.0,2022,2022-12-31,12,False,False,ok,,169.58333333333334
STAT_a301e08fb187,동대문구,답십리도서관,서울시립대로4길 75,운영,2015,,19,2026-06-30,2022,,2405.0,2022,2022-12-31,12,False,False,ok,,200.41666666666666
STAT_3639fcc7ebce,동대문구,정보화도서관,회기로10길 60,운영,2013,,19,2026-06-30,2022,,1331.0,2022,2022-12-31,12,False,False,ok,,110.91666666666667
STAT_fb818619e613,동대문구,장안종합사회복지관,한천로18길 48,운영,2013,,26,2026-06-30,2022,,3281.0,2022,2022-12-31,12,False,False,ok,,273.4166666666667
STAT_95a09e290bd9,동대문구,답십리2청소년독서실,답십리로56길 15,운영,2022,,12,2026-06-30,2022,,393.0,2022,2022-12-31,12,False,False,ok,,32.75
STAT_cbdc9360c91f,중랑구,중화1치안센터,동일로 792,철거,2021,2024,19,2026-06-30,2022,0.26,645.0,2022,2022-12-31,12,False,False,ok,26.0,53.75
STAT_6de60005fdc0,중랑구,면목4동주민센터,면목로 246,운영,2016,,19,2026-06-30,2022,,2029.0,2022,2022-12-31,12,False,False,ok,,169.08333333333334
STAT_0856c74ea1d5,중랑구,면목5동 주민센터,동일로 619,운영,2014,,19,2026-06-30,2022,,2894.0,2022,2022-12-31,12,False,False,ok,,241.16666666666666
STAT_bf8a83ad9ef3,중랑구,면목본동 주민센터,면목로 397,운영,2013,,33,2026-06-30,2022,,6411.0,2022,2022-12-31,12,False,False,ok,,534.25
STAT_6cb0a600e20f,중랑구,상봉1동주민센터,상봉중앙로1길 6,운영,2023,,19,2026-06-30,2022,,,2022,2022-12-31,12,False,False,ok,,
STAT_28eb1a2300e8,중랑구,상봉2동주민센터,동일로 114길 10,운영,,,19,2026-06-30,2022,,1086.0,2022,2022-12-31,12,False,False,ok,,90.5
STAT_23e5d157fd2d,성북구,석관동주민센터,화랑로 296,운영,2019,,12,2026-06-30,2022,0.31,1355.0,2022,2022-12-31,12,False,False,ok,31.0,112.91666666666667
STAT_7c3980948ba9,성북구,성북정릉감리교회,보국문로8길 23,철거,2022,2026,19,2026-06-30,2022,,337.0,2022,2022-12-31,12,False,False,ok,,28.083333333333332
STAT_db6096ed1b43,성북구,성북구립휘트니스센터,보문로29길 49,운영,2026,,19,2026-06-30,2022,,,2022,2022-12-31,12,False,False,ok,,
STAT_d02c85eb65b9,성북구,보문부모아이지원센터,지봉로24길 26,운영,2020,,12,2026-06-30,2022,,758.0,2022,2022-12-31,12,False,False,ok,,63.166666666666664
STAT_6a31f976acf1,성북구,제일빌딩,북악산로31길 8,운영,2017,,19,2026-06-30,2022,,1426.0,2022,2022-12-31,12,False,False,ok,,118.83333333333333
STAT_63ba54a52163,성북구,성북희망나눔봉사센터,삼양로 20,운영,2016,,19,2026-06-30,2022,,2728.0,2022,2022-12-31,12,False,False,ok,,227.33333333333334
STAT_e667effbc8d6,성북구,안암교회,보문로30가길 41-6,운영,2015,,19,2026-06-30,2022,,2113.0,2022,2022-12-31,12,False,False,ok,,176.08333333333334
STAT_7e654d362a1a,성북구,성북청소년수련관,한천로 660-9,철거,2018,2023,12,2026-06-30,2022,,521.0,2022,2022-12-31,12,False,False,ok,,43.416666666666664
STAT_f5a46a229b66,성북구,아리랑 시네미디어센터,아리랑로 82,운영,2014,,19,2026-06-30,2022,,3102.0,2022,2022-12-31,12,False,False,ok,,258.5
STAT_3a978882743c,성북구,장위1동 주민센터,장위로 61,운영,2014,,19,2026-06-30,2022,,3941.0,2022,2022-12-31,12,False,False,ok,,328.4166666666667
STAT_11e6f823fec9,강북구,미아사거리역 1번출구,도봉로 50,운영,,,19,2026-06-30,2022,0.41,2096.0,2022,2022-12-31,12,False,False,ok,41.0,174.66666666666666
STAT_a95f5efae027,강북구,강북노인종합복지회관,삼양로92길 40,철거,2017,2024,19,2026-06-30,2022,,1185.0,2022,2022-12-31,12,False,False,ok,,98.75
STAT_df869c0261ad,강북구,솔밭근린공원 개방화장실,삼양로 561,운영,2016,,19,2026-06-30,2022,,3664.0,2022,2022-12-31,12,False,False,ok,,305.3333333333333
STAT_6cd2ae161b97,강북구,강북문화예술회관,삼각산로 85,철거,2016,2025,19,2026-06-30,2022,,1567.0,2022,2022-12-31,12,False,False,ok,,130.58333333333334
STAT_8c9981ad567d,강북구,번동북부시장 북부마트,한천로123길 26,운영,2016,,19,2026-06-30,2022,,1299.0,2022,2022-12-31,12,False,False,ok,,108.25
STAT_02ce211a73ff,강북구,수유역1번출구,도봉로 338,운영,2015,,19,2026-06-30,2022,,3467.0,2022,2022-12-31,12,False,False,ok,,288.9166666666667
STAT_6877775a2b50,강북구,미아동 복합청사,솔매로49길 14,운영,2014,,19,2026-06-30,2022,,4573.0,2022,2022-12-31,12,False,False,ok,,381.0833333333333
STAT_b9455df15715,강북구,강북구청 본관 입구,도봉로89길 13,철거,2014,2025,19,2026-06-30,2022,,3871.0,2022,2022-12-31,12,False,False,ok,,322.5833333333333
STAT_3462bd604e62,강북구,수유1동 주민센터,삼양로 299,운영,2013,,19,2026-06-30,2022,,5390.0,2022,2022-12-31,12,False,False,ok,,449.1666666666667
STAT_25c8fb76df82,도봉구,염광교회,도봉로120길 16,운영,2017,,19,2026-06-30,2022,0.37,3237.0,2022,2022-12-31,12,False,False,ok,37.0,269.75
STAT_2d1a4ae7e6b6,도봉구,창3동 주민센터,덕릉로62길 89,운영,2017,,19,2026-06-30,2022,,1656.0,2022,2022-12-31,12,False,False,ok,,138.0
STAT_c44b7c117080,도봉구,도봉구민회관,도봉로 552,운영,2016,,19,2026-06-30,2022,,4749.0,2022,2022-12-31,12,False,False,ok,,395.75
STAT_889ddcfc8dad,도봉구,창동 도봉육아종합지원센터,우이천로4길 24-5,철거,2016,2024,12,2026-06-30,2022,,1188.0,2022,2022-12-31,12,False,False,ok,,99.0
STAT_abdc15a2769f,도봉구,도봉서원종합사회복지관,마들로 668,운영,2014,,19,2026-06-30,2022,,1875.0,2022,2022-12-31,12,False,False,ok,,156.25
STAT_edd0ce707057,도봉구,방아골종합사회복지관,시루봉로17길 42,운영,2014,,19,2026-06-30,2022,,2165.0,2022,2022-12-31,12,False,False,ok,,180.41666666666666
STAT_db61cb773620,도봉구,창동역1번출구,마들로11길 77,철거,2013,2024,26,2026-06-30,2022,,6165.0,2022,2022-12-31,12,False,False,ok,,513.75
STAT_bbe947b6127e,도봉구,도봉구민청,마들로 656,철거,,2022,,2026-06-30,2022,,,2022,2022-12-31,12,False,False,ok,,
STAT_f2e61d5d0c1c,도봉구,창1동제1공영주차장,도봉로112길 43,철거,2016,2023,,2026-06-30,2022,,258.0,2022,2022-12-31,12,False,False,ok,,21.5
STAT_9f573acbdc9c,도봉구,도봉1동주민센터,도봉로169나길 22,운영,2013,,19,2026-06-30,2022,,2797.0,2022,2022-12-31,12,False,False,ok,,233.08333333333334
STAT_f9c7836a82e2,도봉구,창2동 신창교회,덕릉로 247,운영,2018,,12,2026-06-30,2022,,1914.0,2022,2022-12-31,12,False,False,ok,,159.5
STAT_550e7be8d55a,노원구,공릉종합사회복지관,동일로 1127 공릉아파트,운영,2019,,12,2026-06-30,2022,0.35,1026.0,2022,2022-12-31,12,False,False,ok,35.0,85.5
STAT_973c52013a4d,노원구,상계문화정보도서관,동일로 243길 57,운영,2020,,19,2026-06-30,2022,,521.0,2022,2022-12-31,12,False,False,ok,,43.416666666666664
STAT_607b1e6c65c7,노원구,상계2동주민센터,상계로 118,운영,2016,,19,2026-06-30,2022,,2915.0,2022,2022-12-31,12,False,False,ok,,242.91666666666666
STAT_c95c9f143485,노원구,"상계3,4동 주민센터",덕릉로 859,운영,2014,,19,2026-06-30,2022,,1480.0,2022,2022-12-31,12,False,False,ok,,123.33333333333333
STAT_7139e11611c8,노원구,상계역 자전거대여소,상계로 190,운영,2014,,33,2026-06-30,2022,,5819.0,2022,2022-12-31,12,False,False,ok,,484.9166666666667
STAT_796f54c33f16,노원구,공릉 청소년문화정보센터,노원로1나길 10,운영,2013,,19,2026-06-30,2022,,3748.0,2022,2022-12-31,12,False,False,ok,,312.3333333333333
STAT_6a4e2e43208e,노원구,공릉1동 주민센터(노원),동일로186길 3-24,운영,,,19,2026-06-30,2022,,3135.0,2022,2022-12-31,12,False,False,ok,,261.25
STAT_a37f33e680d0,노원구,월계문화정보도서관,월계로 319,철거,2015,2023,19,2026-06-30,2022,,2893.0,2022,2022-12-31,12,False,False,ok,,241.08333333333334
STAT_a66288880b6e,노원구,월계치안센터,석계로 93,철거,2018,2024,19,2026-06-30,2022,,2005.0,2022,2022-12-31,12,False,False,ok,,167.08333333333334
STAT_3b4b3b6074fc,은평구,역촌동 주민센터,연서로 59,운영,2013,,19,2026-06-30,2022,0.34,3854.0,2022,2022-12-31,12,False,False,ok,34.0,321.1666666666667
STAT_93f602e43c1c,은평구,갈현1동 주민센터,갈현로 301,운영,2013,,26,2026-06-30,2022,,3642.0,2022,2022-12-31,12,False,False,ok,,303.5
STAT_769ff5af10db,은평구,갈현청소년센터쉼쉼,통일로89길 6-20,운영,2020,,12,2026-06-30,2022,,259.0,2022,2022-12-31,12,False,False,ok,,21.583333333333332
STAT_56dbf40af347,은평구,연신내 지구대,갈현로 195,운영,2016,,19,2026-06-30,2022,,2192.0,2022,2022-12-31,12,False,False,ok,,182.66666666666666
STAT_5598f8ce4998,은평구,구산동주민센터,갈현로17길 10,운영,2015,,19,2026-06-30,2022,,2453.0,2022,2022-12-31,12,False,False,ok,,204.41666666666666
STAT_a0a6df8187c3,은평구,불광보건소,연서로 34길 11,철거,2016,2024,,2026-06-30,2022,,1144.0,2022,2022-12-31,12,False,False,ok,,95.33333333333333
STAT_b967fdd81b04,은평구,시립은평청소년센터,백련산로4길 16,철거,,2022,,2026-06-30,2022,,,2022,2022-12-31,12,False,False,ok,,
STAT_700eff018d51,은평구,아인스하임,은평터널로7가길 8,철거,,2022,,2026-06-30,2022,,,2022,2022-12-31,12,False,False,ok,,
STAT_8420add40d30,은평구,신사종합사회복지관,은평로 38,운영,2014,,26,2026-06-30,2022,,3983.0,2022,2022-12-31,12,False,False,ok,,331.9166666666667
STAT_b7135035db3d,은평구,불광1동 치안센터,불광로 129,운영,2014,,19,2026-06-30,2022,,4265.0,2022,2022-12-31,12,False,False,ok,,355.4166666666667
STAT_36245c05dd5b,은평구,청년취업사관학교 은평캠퍼스,은평로 245,운영,2014,,19,2026-06-30,2022,,3426.0,2022,2022-12-31,12,False,False,ok,,285.5
STAT_ecbf63ad99b3,은평구,증산 정보도서관,증산로5길 6,철거,2013,2025,33,2026-06-30,2022,,6472.0,2022,2022-12-31,12,False,False,ok,,539.3333333333334
STAT_dba52d4dc13c,서대문구,청년누리,증가로4길 8-45,운영,2019,,12,2026-06-30,2022,0.25,1307.0,2022,2022-12-31,12,False,False,ok,25.0,108.91666666666667
STAT_3209c0b76906,서대문구,남가좌2동 제2공영주차장,명지대5길 10-8,운영,,,12,2026-06-30,2022,,518.0,2022,2022-12-31,12,False,False,ok,,43.166666666666664
STAT_6a637bb15cd7,서대문구,신한은행_남가좌동점,서대문구 수색로2길 36(남가좌동),운영,,,12,2026-06-30,2022,,373.0,2022,2022-12-31,12,False,True,source_conflict,,31.083333333333332
STAT_7e17681867dd,서대문구,신한은행 명지대 지점,거북골로 45(남가좌동),운영,2019,,12,2026-06-30,2022,,1609.425,2022,2022-12-31,12,False,False,ok,,134.11875
STAT_cf3f5621fd55,서대문구,홍제3동 주민센터,세검정로4길 32,운영,2017,,12,2026-06-30,2022,,1551.0,2022,2022-12-31,12,False,False,ok,,129.25
STAT_31fbd643fef2,서대문구,홍은2동 주민센터,모래내로 334,운영,2017,,19,2026-06-30,2022,,1569.0,2022,2022-12-31,12,False,False,ok,,130.75
STAT_9a4437a9e8b3,서대문구,연희동주민센터,연희로 189,운영,2016,,19,2026-06-30,2022,,1850.0,2022,2022-12-31,12,False,False,ok,,154.16666666666666
STAT_1646029bae43,서대문구,홍은1동주민센터,홍은중앙로 85,운영,,,19,2026-06-30,2022,,1956.0,2022,2022-12-31,12,False,False,ok,,163.0
STAT_cba02c66855e,서대문구,신한은행_연희동점,서대문구 연희맛로 28,운영,2022,,12,2026-06-30,2022,,588.0,2022,2022-12-31,12,False,False,ok,,49.0
STAT_80e4ea4955e4,서대문구,서부제일교회 어린이도서관,가좌로 154,철거,2014,2025,12,2026-06-30,2022,,540.0,2022,2022-12-31,12,False,False,ok,,45.0
STAT_1ea51086c56a,서대문구,봉원교회 북카페 옆,봉원사2길 13,운영,2013,,12,2026-06-30,2022,,789.0,2022,2022-12-31,12,False,False,ok,,65.75
STAT_1e917029efef,서대문구,북아현동 주민센터,북아현로 24,운영,2013,,26,2026-06-30,2022,,4940.0,2022,2022-12-31,12,False,False,ok,,411.6666666666667
STAT_a3f8e0e054fd,서대문구,충현동주민센터,북아현로22길 38,운영,2018,,12,2026-06-30,2022,,1562.0,2022,2022-12-31,12,False,False,ok,,130.16666666666666
STAT_8dec4790137f,마포구,서교동교회,잔다리로6길 11,운영,2019,,12,2026-06-30,2022,0.31,1334.0,2022,2022-12-31,12,False,False,ok,31.0,111.16666666666667
STAT_8d6147041bce,마포구,성산1동주민센터,성산로 4길 15,운영,2019,,12,2026-06-30,2022,,1052.0,2022,2022-12-31,12,False,False,ok,,87.66666666666667
STAT_98a0f41ef8d7,마포구,대흥동주민센터,신촌로26길 10,운영,2013,,19,2026-06-30,2022,,3133.0,2022,2022-12-31,12,False,False,ok,,261.0833333333333
STAT_034d63886258,마포구,망원2동 치안센터,월드컵로31길 18,운영,2021,,19,2026-06-30,2022,,1519.0,2022,2022-12-31,12,False,False,ok,,126.58333333333333
STAT_7481b259a196,마포구,서현교회,잔다리로7길 31,운영,2021,,19,2026-06-30,2022,,3202.0,2022,2022-12-31,12,False,False,ok,,266.8333333333333
STAT_02ba68e25318,마포구,동교치안센터,신촌로2안길 27,운영,2021,,12,2026-06-30,2022,,182.0,2022,2022-12-31,12,False,False,ok,,15.166666666666666
STAT_7ab19dc12969,마포구,서강동주민센터,독막로 165,운영,2020,,12,2026-06-30,2022,,924.0,2022,2022-12-31,12,False,False,ok,,77.0
STAT_835a682c24e1,마포구,상암동주민센터후문,매봉산로2길 16,운영,,,19,2026-06-30,2022,,195.0,2022,2022-12-31,12,False,False,ok,,16.25
STAT_0bd5f0eb3d10,마포구,신수동주민센터,독막로 192,운영,2017,,19,2026-06-30,2022,,1978.0,2022,2022-12-31,12,False,False,ok,,164.83333333333334
STAT_deffabebbf77,마포구,성산2동주민센터,월드컵북로30길 22,운영,2016,,19,2026-06-30,2022,,2108.0,2022,2022-12-31,12,False,False,ok,,175.66666666666666
STAT_05cc498bda2e,마포구,연남동희망원룸주택,성미산로17길 79,운영,2015,,19,2026-06-30,2022,,1680.0,2022,2022-12-31,12,False,False,ok,,140.0
STAT_5c94fea8d4e9,마포구,상암동 제1공영주차장,성암로 197,운영,2014,,19,2026-06-30,2022,,3078.0,2022,2022-12-31,12,False,False,ok,,256.5
STAT_9d348c728bd6,마포구,마포아트센터,대흥로20길 28,운영,2014,,19,2026-06-30,2022,,2752.0,2022,2022-12-31,12,False,False,ok,,229.33333333333334
STAT_fac888c0d055,마포구,연남동 주민커뮤니티센터,동교로41길 36,운영,2013,,26,2026-06-30,2022,,4190.0,2022,2022-12-31,12,False,False,ok,,349.1666666666667
STAT_6d6e701f1594,마포구,도화동 주민센터,도화길 37,운영,2013,,26,2026-06-30,2022,,4331.0,2022,2022-12-31,12,False,False,ok,,360.9166666666667
STAT_39d0f0d3901b,양천구,신월1동 청소년독서실,남부순환로59길 8,철거,,2024,12,2026-06-30,2022,0.34,399.0,2022,2022-12-31,12,False,False,ok,34.0,33.25
STAT_23de841d5965,양천구,양천나눔누리센터,중앙로 250,운영,2017,,19,2026-06-30,2022,,4003.0,2022,2022-12-31,12,False,False,ok,,333.5833333333333
STAT_2d04eb775967,양천구,목동실버복지문화센터,목동중앙로3길 21,운영,2016,,19,2026-06-30,2022,,4033.0,2022,2022-12-31,12,False,False,ok,,336.0833333333333
STAT_5e1b65d10f0f,양천구,신월3동주민센터,남부순환로54길 5,운영,2016,,19,2026-06-30,2022,,2721.0,2022,2022-12-31,12,False,False,ok,,226.75
STAT_7cde1368b8b0,양천구,신정4동주민센터,오목로34길 5,운영,2016,,19,2026-06-30,2022,,4359.0,2022,2022-12-31,12,False,False,ok,,363.25
STAT_ca4ba4317e97,양천구,목동문화체육센터,목동중앙본로 73,운영,2015,,19,2026-06-30,2022,,3154.0,2022,2022-12-31,12,False,False,ok,,262.8333333333333
STAT_f11098cfa848,양천구,신월문화체육센터,지양로 47,운영,2014,,19,2026-06-30,2022,,1322.0,2022,2022-12-31,12,False,False,ok,,110.16666666666667
STAT_e0ecb8e2972b,양천구,신월5동주민센터,화곡로4길 10,운영,2014,,19,2026-06-30,2022,,1772.0,2022,2022-12-31,12,False,False,ok,,147.66666666666666
STAT_e1de30daf002,양천구,신월4동주민센터,오목로5길 34,운영,2013,,19,2026-06-30,2022,,1496.0,2022,2022-12-31,12,False,False,ok,,124.66666666666667
STAT_b88d8a60bdf8,양천구,목3동 주민센터,목동중앙남로16나길 55,운영,2013,,19,2026-06-30,2022,,2486.0,2022,2022-12-31,12,False,False,ok,,207.16666666666666
STAT_ddedb1f16494,양천구,경창시장고객주차장,신월동 446-3,철거,,2023,,2026-06-30,2022,,102.0,2022,2022-12-31,12,False,False,ok,,8.5
STAT_06696991c883,양천구,목동보건지소,목동중앙본로7가길 11,운영,2018,,12,2026-06-30,2022,,930.0,2022,2022-12-31,12,False,False,ok,,77.5
STAT_99c35e6d1838,강서구,화곡2동주민센터,곰달래로37길 13,운영,2021,,12,2026-06-30,2022,0.29,429.0,2022,2022-12-31,12,False,False,ok,28.999999999999996,35.75
STAT_7d8d8d33828e,강서구,길꽃어린이도서관,금낭화로24길 5,운영,2019,,12,2026-06-30,2022,,956.0,2022,2022-12-31,12,False,False,ok,,79.66666666666667
STAT_7a8f5894fece,강서구,화곡8동 주민센터,곰달래로25길 45,운영,2017,,19,2026-06-30,2022,,2793.0,2022,2022-12-31,12,False,False,ok,,232.75
STAT_5c873e7265ba,강서구,가로공원공영주차장1번출구,가로공원로 189,운영,2016,,19,2026-06-30,2022,,2754.0,2022,2022-12-31,12,False,False,ok,,229.5
STAT_4318d33b4163,강서구,화곡 6-1 공영주차장,우장산로 114,운영,2015,,19,2026-06-30,2022,,2147.0,2022,2022-12-31,12,False,False,ok,,178.91666666666666
STAT_d6a3c7b99c3c,강서구,화곡 3-1 공영주차장,화곡로15길 40,운영,2014,,19,2026-06-30,2022,,1178.0,2022,2022-12-31,12,False,False,ok,,98.16666666666667
STAT_638d593500cd,강서구,화곡 1-1 공영주차장,곰달래로15길 28,운영,2014,,19,2026-06-30,2022,,1532.0,2022,2022-12-31,12,False,False,ok,,127.66666666666667
STAT_f6e9b8766022,강서구,내발산동 문화센터,강서로52길 89,운영,2014,,19,2026-06-30,2022,,2760.0,2022,2022-12-31,12,False,False,ok,,230.0
STAT_fb84bfad2874,강서구,곰달래복지문화센터,강서로5길 50,운영,2013,,26,2026-06-30,2022,,2535.0,2022,2022-12-31,12,False,False,ok,,211.25
STAT_9e82a3101669,강서구,화곡4동 주민센터,곰달래로57가길 26,운영,2013,,26,2026-06-30,2022,,4096.0,2022,2022-12-31,12,False,False,ok,,341.3333333333333
STAT_dbbb210dd022,강서구,볏골공원공영주차장,까치산로4길 22,운영,2013,,26,2026-06-30,2022,,3608.0,2022,2022-12-31,12,False,False,ok,,300.6666666666667
STAT_f80238d23915,강서구,공항동 주민센터,송정로 45,운영,2013,,26,2026-06-30,2022,,2783.0,2022,2022-12-31,12,False,False,ok,,231.91666666666666
STAT_adbd014f8e18,강서구,발산1동주민센터,강서로47길 54,운영,2018,,19,2026-06-30,2022,,2017.0,2022,2022-12-31,12,False,False,ok,,168.08333333333334
STAT_0ffcc957b341,강서구,신방화역환승주차장,마곡서1로 111-12,운영,2021,,19,2026-06-30,2022,,845.0,2022,2022-12-31,12,False,False,ok,,70.41666666666667
STAT_0f9c71f4ccd3,구로구,가리봉동주민센터,우마2길 35,철거,,2024,12,2026-06-30,2022,0.22,226.0,2022,2022-12-31,12,False,False,ok,22.0,18.833333333333332
STAT_cda1caae8d02,구로구,구로구 시설관리공단,구로동로26길 54,철거,2017,2025,19,2026-06-30,2022,,1430.0,2022,2022-12-31,12,False,False,ok,,119.16666666666667
STAT_97228c730102,구로구,서울교통공사대림별관,도림천로 352,운영,2016,,12,2026-06-30,2022,,1406.0,2022,2022-12-31,12,False,False,ok,,117.16666666666667
STAT_f5eb496803e2,구로구,온수동_공용이용시설,부일로1길 62,철거,2015,2024,19,2026-06-30,2022,,1863.0,2022,2022-12-31,12,False,False,ok,,155.25
STAT_afbd363d78f9,구로구,구로역1번출구 NC백화점,구로중앙로 174,운영,2014,,19,2026-06-30,2022,,1895.0,2022,2022-12-31,12,False,False,ok,,157.91666666666666
STAT_717d49403232,구로구,구로구민회관,가마산로25길 21,운영,2014,,19,2026-06-30,2022,,1368.0,2022,2022-12-31,12,False,False,ok,,114.0
STAT_4c67d6d0cf6c,구로구,궁동종합사회복지관,오리로22길 5,철거,2014,2023,,2026-06-30,2022,,1077.0,2022,2022-12-31,12,False,False,ok,,89.75
STAT_8a9ec9230ef3,구로구,동양미래대학교 기숙사,중앙로 10-5,철거,,2022,,2026-06-30,2022,,,2022,2022-12-31,12,False,False,ok,,
STAT_bb1c499a038e,구로구,구로2동주민센터앞,구로동로 141,운영,2013,,19,2026-06-30,2022,,1952.0,2022,2022-12-31,12,False,False,ok,,162.66666666666666
STAT_d5563d8ce2f2,구로구,현대오일뱅크_구로셀프주유소,조원로12길 25,철거,2019,2022,,2026-06-30,2022,,,2022,2022-12-31,12,False,False,ok,,
STAT_2e1abbb34621,구로구,구로구민 체육센터,고척로45길 36,운영,2013,,19,2026-06-30,2022,,995.0,2022,2022-12-31,12,False,False,ok,,82.91666666666667
STAT_d342021478da,구로구,오류1동텃골공영주차장,경인로15길 22,운영,2018,,19,2026-06-30,2022,,2627.0,2022,2022-12-31,12,False,False,ok,,218.91666666666666
STAT_770a0515628d,금천구,독산2동주민센터,독산로 179,운영,2019,,12,2026-06-30,2022,0.22,1058.0,2022,2022-12-31,12,False,False,ok,22.0,88.16666666666667
STAT_f53a3d3b4ca0,금천구,청춘삘딩,시흥대로138길 10-11,철거,,2024,12,2026-06-30,2022,,56.0,2022,2022-12-31,12,False,False,ok,,4.666666666666667
STAT_4edeb9204c20,금천구,신한은행_디지털라운지,금천구 시흥대로 97(시흥동),철거,,2024,12,2026-06-30,2022,,1.0,2022,2022-12-31,12,False,False,ok,,0.08333333333333333
STAT_951c2981ecd6,금천구,신한은행_금천점,금천구 금하로 747-1(시흥동),운영,,,12,2026-06-30,2022,,46.0,2022,2022-12-31,12,False,False,ok,,3.8333333333333335
STAT_d6b3bad180a2,금천구,시흥4동 주민센터,독산로36길 14,운영,2014,,19,2026-06-30,2022,,3389.0,2022,2022-12-31,12,False,False,ok,,282.4166666666667
STAT_5ae25e4d56ee,금천구,금천호암노인복지관,독산로72길 86-5,철거,2013,2025,12,2026-06-30,2022,,598.0,2022,2022-12-31,12,False,False,ok,,49.833333333333336
STAT_f2fef42db86a,금천구,시흥3동 주민센터,시흥대로18길 40,운영,2013,,19,2026-06-30,2022,,1960.0,2022,2022-12-31,12,False,False,ok,,163.33333333333334
STAT_f5261bc0d7fa,금천구,독산1동주민센터,시흥대로123길 11,운영,2013,,26,2026-06-30,2022,,2164.0,2022,2022-12-31,12,False,False,ok,,180.33333333333334
STAT_bcf74284cb91,금천구,금빛휘트니스센터,금하로668 금빛공원,철거,2017,2023,19,2026-06-30,2022,,2306.0,2022,2022-12-31,12,False,False,ok,,192.16666666666666
STAT_936b450d3897,금천구,금천구청,시흥대로73길 70,운영,2018,,19,2026-06-30,2022,,1773.0,2022,2022-12-31,12,False,False,ok,,147.75
STAT_2cb38fb629a9,영등포구,영등포청소년상담복지센터,도영로22길 36,철거,,2024,12,2026-06-30,2022,0.35,635.0,2022,2022-12-31,12,False,False,ok,35.0,52.916666666666664
STAT_ac0e67648966,영등포구,영등포 제1스포츠센터,신풍로 1,운영,2013,,19,2026-06-30,2022,,2516.0,2022,2022-12-31,12,False,False,ok,,209.66666666666666
