locker_stat_id,district,facility_name,address,installed_year_occupancy,installed_year_usage,quality_issue
STAT_6a637bb15cd7,서대문구,신한은행_남가좌동점,서대문구 수색로2길 36(남가좌동),2020,2022,installed_year_conflict
