locker_stat_id,district,facility_name,address,operation_status,installed_year,removed_year,locker_count,2021,2022,2023,2024,2025,2026_h1,snapshot_date,source_sheet
STAT_f11098cfa848,양천구,신월문화체육센터,지양로 47,운영,2014,,19,2024.0,1322.0,1416.0,2062.0,1711.0,725.0,2026-06-30,개소별 이용건수
STAT_e0ecb8e2972b,양천구,신월5동주민센터,화곡로4길 10,운영,2014,,19,2792.0,1772.0,1528.0,1300.0,1104.0,471.0,2026-06-30,개소별 이용건수
STAT_e1de30daf002,양천구,신월4동주민센터,오목로5길 34,운영,2013,,19,1789.0,1496.0,1704.0,1618.0,1530.0,676.0,2026-06-30,개소별 이용건수
STAT_b88d8a60bdf8,양천구,목3동 주민센터,목동중앙남로16나길 55,운영,2013,,19,2621.0,2486.0,2494.0,2459.0,2012.0,1276.0,2026-06-30,개소별 이용건수
STAT_ddedb1f16494,양천구,경창시장고객주차장,신월동 446-3,철거,,2023,,1.0,102.0,,,,,2026-06-30,개소별 이용건수
STAT_06696991c883,양천구,목동보건지소,목동중앙본로7가길 11,운영,2018,,12,814.0,930.0,1190.0,1348.0,1136.0,542.0,2026-06-30,개소별 이용건수
STAT_99c35e6d1838,강서구,화곡2동주민센터,곰달래로37길 13,운영,2021,,12,108.0,429.0,612.0,446.0,378.0,181.0,2026-06-30,개소별 이용건수
STAT_7d8d8d33828e,강서구,길꽃어린이도서관,금낭화로24길 5,운영,2019,,12,869.0,956.0,822.0,735.0,1191.0,469.0,2026-06-30,개소별 이용건수
STAT_7a8f5894fece,강서구,화곡8동 주민센터,곰달래로25길 45,운영,2017,,19,3167.0,2793.0,2500.0,2170.0,2504.0,1125.0,2026-06-30,개소별 이용건수
STAT_5c873e7265ba,강서구,가로공원공영주차장1번출구,가로공원로 189,운영,2016,,19,2778.0,2754.0,1730.0,1908.0,1958.0,789.0,2026-06-30,개소별 이용건수
STAT_4318d33b4163,강서구,화곡 6-1 공영주차장,우장산로 114,운영,2015,,19,2761.0,2147.0,2415.0,2943.0,2143.0,772.0,2026-06-30,개소별 이용건수
STAT_d6a3c7b99c3c,강서구,화곡 3-1 공영주차장,화곡로15길 40,운영,2014,,19,99.0,1178.0,2263.0,2026.0,2200.0,873.0,2026-06-30,개소별 이용건수
STAT_638d593500cd,강서구,화곡 1-1 공영주차장,곰달래로15길 28,운영,2014,,19,2000.0,1532.0,1181.0,1032.0,1259.0,620.0,2026-06-30,개소별 이용건수
STAT_f6e9b8766022,강서구,내발산동 문화센터,강서로52길 89,운영,2014,,19,3108.0,2760.0,3313.0,3601.0,3046.0,1456.0,2026-06-30,개소별 이용건수
STAT_fb84bfad2874,강서구,곰달래복지문화센터,강서로5길 50,운영,2013,,26,3205.0,2535.0,2325.0,2238.0,2012.0,983.0,2026-06-30,개소별 이용건수
STAT_9e82a3101669,강서구,화곡4동 주민센터,곰달래로57가길 26,운영,2013,,26,4122.0,4096.0,3521.0,3425.0,3153.0,1282.0,2026-06-30,개소별 이용건수
STAT_dbbb210dd022,강서구,볏골공원공영주차장,까치산로4길 22,운영,2013,,26,3680.0,3608.0,3665.0,2874.0,2865.0,2939.0,2026-06-30,개소별 이용건수
STAT_f80238d23915,강서구,공항동 주민센터,송정로 45,운영,2013,,26,2839.0,2783.0,1992.0,1783.0,1505.0,721.0,2026-06-30,개소별 이용건수
STAT_adbd014f8e18,강서구,발산1동주민센터,강서로47길 54,운영,2018,,19,1939.0,2017.0,2186.0,2241.0,2423.0,896.0,2026-06-30,개소별 이용건수
STAT_0ffcc957b341,강서구,신방화역환승주차장,마곡서1로 111-12,운영,2021,,19,227.0,845.0,1681.0,2184.0,2380.0,1118.0,2026-06-30,개소별 이용건수
STAT_0f9c71f4ccd3,구로구,가리봉동주민센터,우마2길 35,철거,,2024,12,151.0,226.0,246.0,,,,2026-06-30,개소별 이용건수
STAT_cda1caae8d02,구로구,구로구 시설관리공단,구로동로26길 54,철거,2017,2025,19,2059.0,1430.0,1119.0,639.0,,,2026-06-30,개소별 이용건수
STAT_97228c730102,구로구,서울교통공사대림별관,도림천로 352,운영,2016,,12,1429.0,1406.0,1625.0,1907.0,1976.0,1017.0,2026-06-30,개소별 이용건수
STAT_f5eb496803e2,구로구,온수동_공용이용시설,부일로1길 62,철거,2015,2024,19,1519.0,1863.0,924.0,,,,2026-06-30,개소별 이용건수
STAT_afbd363d78f9,구로구,구로역1번출구 NC백화점,구로중앙로 174,운영,2014,,19,2894.0,1895.0,1880.0,2345.0,2766.0,1302.0,2026-06-30,개소별 이용건수
STAT_717d49403232,구로구,구로구민회관,가마산로25길 21,운영,2014,,19,1253.0,1368.0,1317.0,1872.0,1493.0,641.0,2026-06-30,개소별 이용건수
STAT_4c67d6d0cf6c,구로구,궁동종합사회복지관,오리로22길 5,철거,2014,2023,,2595.0,1077.0,,,,,2026-06-30,개소별 이용건수
STAT_8a9ec9230ef3,구로구,동양미래대학교 기숙사,중앙로 10-5,철거,,2022,,1015.0,,,,,,2026-06-30,개소별 이용건수
STAT_bb1c499a038e,구로구,구로2동주민센터앞,구로동로 141,운영,2013,,19,2342.0,1952.0,1980.0,1799.0,1774.0,1105.0,2026-06-30,개소별 이용건수
STAT_d5563d8ce2f2,구로구,현대오일뱅크_구로셀프주유소,조원로12길 25,철거,2019,2022,,505.0,,,,,,2026-06-30,개소별 이용건수
STAT_2e1abbb34621,구로구,구로구민 체육센터,고척로45길 36,운영,2013,,19,3027.0,995.0,,248.0,1623.0,1081.0,2026-06-30,개소별 이용건수
STAT_d342021478da,구로구,오류1동텃골공영주차장,경인로15길 22,운영,2018,,19,2574.0,2627.0,2730.0,3370.0,2976.0,1571.0,2026-06-30,개소별 이용건수
STAT_770a0515628d,금천구,독산2동주민센터,독산로 179,운영,2019,,12,1425.0,1058.0,1090.0,1613.0,1218.0,339.0,2026-06-30,개소별 이용건수
STAT_f53a3d3b4ca0,금천구,청춘삘딩,시흥대로138길 10-11,철거,,2024,12,52.0,56.0,254.0,,,,2026-06-30,개소별 이용건수
STAT_4edeb9204c20,금천구,신한은행_디지털라운지,금천구 시흥대로 97(시흥동),철거,2022,2024,12,,1.0,165.0,,,,2026-06-30,개소별 이용건수
STAT_951c2981ecd6,금천구,신한은행_금천점,금천구 금하로 747-1(시흥동),운영,2022,,12,,46.0,164.0,838.0,752.0,342.0,2026-06-30,개소별 이용건수
STAT_d6b3bad180a2,금천구,시흥4동 주민센터,독산로36길 14,운영,2014,,19,1676.0,3389.0,3831.0,2829.0,1568.0,285.0,2026-06-30,개소별 이용건수
STAT_5ae25e4d56ee,금천구,금천호암노인복지관,독산로72길 86-5,철거,2013,2025,12,1163.0,598.0,509.0,227.0,,,2026-06-30,개소별 이용건수
STAT_f2fef42db86a,금천구,시흥3동 주민센터,시흥대로18길 40,운영,2013,,19,2440.0,1960.0,1821.0,1751.0,1728.0,703.0,2026-06-30,개소별 이용건수
STAT_f5261bc0d7fa,금천구,독산1동주민센터,시흥대로123길 11,운영,2013,,26,2214.0,2164.0,2747.0,2641.0,2014.0,1064.0,2026-06-30,개소별 이용건수
STAT_bcf74284cb91,금천구,금빛휘트니스센터,금하로668 금빛공원,철거,2017,2023,19,2503.0,2306.0,,,,,2026-06-30,개소별 이용건수
STAT_936b450d3897,금천구,금천구청,시흥대로73길 70,운영,2018,,19,2380.0,1773.0,2026.0,1568.0,1884.0,983.0,2026-06-30,개소별 이용건수
STAT_2cb38fb629a9,영등포구,영등포청소년상담복지센터,도영로22길 36,철거,,2024,12,871.0,635.0,647.0,,,,2026-06-30,개소별 이용건수
STAT_ac0e67648966,영등포구,영등포 제1스포츠센터,신풍로 1,운영,2013,,19,2427.0,2516.0,2284.0,1744.0,1200.0,637.0,2026-06-30,개소별 이용건수
STAT_cf76a9f31288,영등포구,신길6동복지관,대방천로 193,운영,,,12,901.0,1484.0,1602.0,1121.0,1517.0,1029.0,2026-06-30,개소별 이용건수
STAT_33df9863f186,영등포구,영등포 평생학습관,버드나루로15길 10,운영,2017,,12,1769.0,1833.0,1667.0,1902.0,1859.0,727.0,2026-06-30,개소별 이용건수
STAT_a60db2ab9433,영등포구,영등포본동주민센터,신길로61길 17,운영,2016,,19,2519.0,2960.0,2718.0,3781.0,3650.0,1408.0,2026-06-30,개소별 이용건수
STAT_5382f3a621ba,영등포구,신길4동1동1마을공영주차장,신길로40길 5,운영,2016,,19,2854.0,2728.0,2896.0,2360.0,1762.0,520.0,2026-06-30,개소별 이용건수
STAT_320997c6f358,영등포구,신길7동 주민센터,여의대방로43길 10,운영,2015,,19,2564.0,2444.0,2476.0,2335.0,2366.0,1278.0,2026-06-30,개소별 이용건수
STAT_e3d3a1ede407,영등포구,도림동 주민센터,도영로7길 10,운영,2014,,19,2728.0,2314.0,1974.0,1813.0,1329.0,620.0,2026-06-30,개소별 이용건수
STAT_a835274b8243,영등포구,다사랑어린이공원(경로당),대림로23가길 5,운영,2013,,12,951.0,990.0,382.0,541.0,356.0,173.0,2026-06-30,개소별 이용건수
STAT_882f7d1a36f1,영등포구,신길1동 주민센터,영등포로84길 24-5,운영,2013,,19,2548.0,2677.0,3257.0,2830.0,2812.0,1146.0,2026-06-30,개소별 이용건수
STAT_73ecd7c0cbc7,영등포구,대림도서관,도신로 27,운영,2013,,26,3173.0,3068.0,2112.0,1859.0,2030.0,764.0,2026-06-30,개소별 이용건수
STAT_e31f089e2af8,영등포구,그린케어센터,당산로29길 9,운영,2013,,19,3401.0,3405.0,2760.0,3591.0,3460.0,1826.0,2026-06-30,개소별 이용건수
STAT_dc9c9cf7c202,동작구,스페이스살림,노량진로 10,운영,2021,,19,32.0,718.0,1298.0,2684.0,2379.0,869.0,2026-06-30,개소별 이용건수
STAT_c5df9c17d8f5,동작구,사당종합체육관,사당로27길 232,운영,2022,,12,,204.0,237.0,645.0,308.0,148.0,2026-06-30,개소별 이용건수
STAT_836471fef345,동작구,신한은행 숭실대역 지점,상도로37길 76 (상도동),운영,2019,,12,1399.0,1086.1083333333333,1100.0,551.0,562.0,236.0,2026-06-30,개소별 이용건수
STAT_ba2e73e2c8ad,동작구,순만빌딩,노량진로 169,운영,2017,,19,2605.0,3120.0,2435.0,2627.0,2585.0,865.0,2026-06-30,개소별 이용건수
STAT_996f07c4ece7,동작구,사당문화회관,사당로8길 9,운영,2016,,19,3185.0,2800.0,1920.0,2592.0,2266.0,1219.0,2026-06-30,개소별 이용건수
STAT_bf55db69f366,동작구,상도1동주민센터,상도로53길 9,운영,2016,,19,2479.0,2992.0,2561.0,3156.0,2860.0,1180.0,2026-06-30,개소별 이용건수
STAT_da0f3a674fb7,동작구,예그리나주택,국사봉8길 47,철거,2015,2025,19,1262.0,1154.0,786.0,639.0,,,2026-06-30,개소별 이용건수
STAT_9227ed4259f5,동작구,강남교회 교육관,만양로 76,운영,2014,,19,2091.0,1673.0,1734.0,1996.0,1183.0,561.0,2026-06-30,개소별 이용건수
STAT_e3a9ba06c7fd,동작구,동작청소년센터,상도로15바길 5,운영,2014,,19,1434.0,1175.0,1312.0,1426.0,756.0,341.0,2026-06-30,개소별 이용건수
STAT_594cee10f6bf,동작구,kb국민은행 동작구청지점,장승배기로 161,운영,2013,,47,9614.0,7866.0,6990.0,7121.0,4000.0,926.0,2026-06-30,개소별 이용건수
STAT_6db9bba2b70d,동작구,사당노인종합복지관,남부순환로 2081,운영,2013,,19,3103.0,1878.0,1891.0,2316.0,2018.0,1191.0,2026-06-30,개소별 이용건수
STAT_590aa89b66f6,동작구,상도3동 주민센터,성대로2길 11,운영,2013,,33,6790.0,5195.0,4623.0,4308.0,4401.0,2720.0,2026-06-30,개소별 이용건수
STAT_c90e70b29716,동작구,신대방해피점,신대방1나길 26,철거,,2026,12,693.0,712.0,911.0,740.0,670.0,,2026-06-30,개소별 이용건수
STAT_5120b86a6b6f,동작구,현대오일뱅크_사당셀프주유소,동작대로 73,운영,2019,,12,1080.0,1173.3194444444443,1954.0,1722.0,1833.0,1018.0,2026-06-30,개소별 이용건수
STAT_fe6f6bc2a124,관악구,미성체육관,난우16길 37,운영,2023,,12,,,851.0,535.0,542.0,231.0,2026-06-30,개소별 이용건수
STAT_56299bc63850,관악구,신한은행_신림역,관악구 신림동 남부순환로 1590,운영,2022,,12,,26.0,565.0,1554.0,1397.0,685.0,2026-06-30,개소별 이용건수
STAT_1d3fb4e138cc,관악구,신한은행 (구)봉천서 지점,은천로 110 (봉천동),운영,2019,,12,784.0,1149.2916666666665,1368.0,1405.0,1800.0,709.0,2026-06-30,개소별 이용건수
STAT_936f209efdf3,관악구,신한은행 신림대학동 지점,호암로26길 58 대학동 (신림동),철거,2019,2024,12,298.0,377.12222222222226,388.0,,,,2026-06-30,개소별 이용건수
STAT_26ef031f14e0,관악구,서원동주민센터,신림로 282,운영,2017,,19,3720.0,3060.0,2787.0,3473.0,2514.0,1011.0,2026-06-30,개소별 이용건수
STAT_ac86c63305db,관악구,관악청소년회관,신림로23길 17,운영,2016,,26,4379.0,3284.0,3246.0,3484.0,3261.0,1472.0,2026-06-30,개소별 이용건수
STAT_b41f016635ef,관악구,인헌동주민센터,남부순환로246가길 20,운영,2016,,19,2894.0,2926.0,3732.0,3219.0,2973.0,2317.0,2026-06-30,개소별 이용건수
STAT_74d2efca893f,관악구,남현동 주민센터,남현1가길 29,운영,2014,,19,1749.0,1941.0,2014.0,2006.0,1867.0,661.0,2026-06-30,개소별 이용건수
STAT_aa17782bb666,관악구,청룡동 주민센터,쑥고개로 44,운영,2014,,19,1582.0,1800.0,1648.0,1824.0,1762.0,592.0,2026-06-30,개소별 이용건수
STAT_739bf0c4ecec,관악구,조원동주민센터,조원로12길 25,운영,2013,,19,2559.0,2103.0,2009.0,1994.0,1506.0,633.0,2026-06-30,개소별 이용건수
STAT_b0a304140bbb,관악구,신사동자치회관,조원로 151-1,운영,2013,,26,3787.0,3034.0,2774.0,1941.0,1532.0,734.0,2026-06-30,개소별 이용건수
STAT_760a24d827b5,관악구,행운동주민센터,행운1길 43,운영,2013,,26,5317.0,5449.0,4639.0,5061.0,3655.0,1985.0,2026-06-30,개소별 이용건수
STAT_b467abb13ad2,관악구,미성동자치회관,난곡로 52길 16,철거,,2023,,1770.0,2112.0,,,,,2026-06-30,개소별 이용건수
STAT_cb297e1d13e2,관악구,관악구청,관악로 145,운영,2018,,19,2805.0,2286.0,3321.0,3316.0,3236.0,1913.0,2026-06-30,개소별 이용건수
STAT_f1828ad4a155,관악구,국사봉 체육관,국회단지길 144 51,운영,2024,,,,,,24.0,92.0,56.0,2026-06-30,개소별 이용건수
STAT_fd7dad718d33,관악구,신림여성회관,대학길 64,운영,2018,,12,1209.0,783.0,664.0,962.0,1261.0,486.0,2026-06-30,개소별 이용건수
STAT_ed2495e74c89,관악구,현대오일뱅크_관악셀프주유소,남부순환로 1520,철거,2019,2024,12,727.0,716.0694444444445,436.0,,,,2026-06-30,개소별 이용건수
STAT_e2c06f7250be,서초구,양재1동민원분소,남부순환로 2610,운영,2020,,12,272.0,1072.0,1344.0,1541.0,1545.0,720.0,2026-06-30,개소별 이용건수
STAT_5f1d756f00d5,서초구,양재2동주민센터,강남대로12길 44,운영,2015,,19,3543.0,3529.0,3183.0,3169.0,2743.0,1163.0,2026-06-30,개소별 이용건수
STAT_465a64adf765,서초구,언구비 공영주차장,강남대로83길 55,운영,,,19,2627.0,2876.0,2911.0,3277.0,3017.0,1500.0,2026-06-30,개소별 이용건수
STAT_1c2f11d66857,서초구,방배열린문화센터,방배로 173,운영,2014,,19,4200.0,3645.0,3543.0,4113.0,4224.0,2204.0,2026-06-30,개소별 이용건수
STAT_18a2f9da394e,서초구,방배2동 주민센터,청두곶길 36,운영,2014,,19,2362.0,1662.0,1696.0,1551.0,1636.0,656.0,2026-06-30,개소별 이용건수
STAT_fc2875410dda,서초구,방음언덕형 공영주차장,주흥3길 34,철거,,2023,,612.0,354.0,,,,,2026-06-30,개소별 이용건수
STAT_c30d9a40d4f3,서초구,양재공영주차장,양재천로 125-10,운영,2023,,,,,80.0,245.0,228.0,295.0,2026-06-30,개소별 이용건수
STAT_dc1b29d184b4,서초구,서초꿈나무라이온스 보금자리,언남10길 48,운영,2013,,12,1491.0,1508.0,1427.0,1147.0,919.0,482.0,2026-06-30,개소별 이용건수
STAT_85943aef4c38,강남구,역삼청소년수련관,논현로64길 7,운영,2019,,12,845.0,937.0,942.0,991.0,1233.0,458.0,2026-06-30,개소별 이용건수
STAT_6518099b70e6,강남구,대치2동 주민센터,영동대로65길 24,운영,2017,,19,3268.0,3252.0,2593.0,3812.0,3368.0,1736.0,2026-06-30,개소별 이용건수
STAT_2b28404d36cc,강남구,도곡1동 주민센터,도곡로18길 57,운영,2017,,19,3690.0,3896.0,3516.0,1837.0,1370.0,448.0,2026-06-30,개소별 이용건수
STAT_62092e77fe91,강남구,논현1동주민센터,학동로20길 25,운영,2015,,19,2773.0,2917.0,2550.0,2491.0,3186.0,1412.0,2026-06-30,개소별 이용건수
STAT_e06c1f8676b7,강남구,대치4동 주민센터,도곡로77길 23,운영,2014,,47,11106.0,11479.0,10670.0,8567.0,11052.0,5481.0,2026-06-30,개소별 이용건수
STAT_3dc9d927646b,강남구,도곡2동주민센터,남부순환로378길 34-9,운영,2013,,26,4931.0,5077.0,5163.0,4867.0,4713.0,1874.0,2026-06-30,개소별 이용건수
STAT_178da6eefa25,강남구,일원1동주민센터,양재대로55길 14,철거,2018,2023,19,1910.0,1848.0,,,,,2026-06-30,개소별 이용건수
STAT_03addec1b766,강남구,역삼1동 주민센터,역삼로7길 16,운영,2020,,19,598.0,1172.0,1516.0,3016.0,2480.0,1633.0,2026-06-30,개소별 이용건수
STAT_9dcc8bc338db,강남구,현대오일뱅크_신사현대점,도산대로 163,철거,2019,2025,12,,,,754.0,,,2026-06-30,개소별 이용건수
STAT_fdc8088d2280,송파구,가락2동치안센터,오금로46길 55,운영,,,12,335.0,635.0,750.0,1008.0,810.0,646.0,2026-06-30,개소별 이용건수
STAT_c6fcda5233f0,송파구,삼전지구대,백제고분로 238,운영,2021,,12,52.0,408.0,1664.0,1774.0,886.0,130.0,2026-06-30,개소별 이용건수
STAT_3d8d555688c0,송파구,장지동 주민센터,새말로19길 6,철거,2017,2025,19,2330.0,1895.0,1711.0,1751.0,,,2026-06-30,개소별 이용건수
STAT_dd23b99ed730,송파구,거여2동주민센터,거마로2길 19,운영,2016,,19,2631.0,2310.0,2112.0,2781.0,3420.0,1570.0,2026-06-30,개소별 이용건수
STAT_a95b9e0fb955,송파구,마천2동주민센터,마천로 287,운영,2021,,19,1719.0,1745.0,2480.0,4445.0,3180.0,1301.0,2026-06-30,개소별 이용건수
STAT_90806d728341,송파구,석촌동주민센터,백제고분로37길 16,운영,2015,,19,2639.0,2891.0,3411.0,4497.0,4161.0,2283.0,2026-06-30,개소별 이용건수
STAT_214fb25fa781,송파구,송파노인종합복지관,백제고분로32길 41,운영,2014,,19,3416.0,2323.0,2150.0,2217.0,3140.0,1271.0,2026-06-30,개소별 이용건수
STAT_5e9e07ce50c5,송파구,여의도 순복음송파교회,마천로 17,운영,2014,,19,3367.0,3027.0,3683.0,3115.0,3272.0,1175.0,2026-06-30,개소별 이용건수
STAT_bee805484f91,송파구,송파여성 문화회관,백제고분로42길 5,운영,2013,,33,7549.0,7524.0,7131.0,7584.0,7040.0,3120.0,2026-06-30,개소별 이용건수
STAT_3e86236a82a9,송파구,거여1동주민센터,오금로53길 32,운영,2013,,19,1080.0,1010.0,1383.0,1418.0,1192.0,725.0,2026-06-30,개소별 이용건수
STAT_f7f629d29cd0,송파구,문정1동 주민센터,동남로 116,운영,2018,,19,2937.0,3203.0,3017.0,3483.0,2891.0,1923.0,2026-06-30,개소별 이용건수
STAT_21833b1ab987,강동구,강동구 평생학습관(명일동 공영주차장),구천면로 395,운영,,,12,4445.0,2503.0,1244.0,2859.0,2547.0,1143.0,2026-06-30,개소별 이용건수
STAT_43f52127c80f,강동구,천호 청소년 문화의집,천중로 61,운영,2023,,12,,,132.0,321.0,349.0,216.0,2026-06-30,개소별 이용건수
STAT_72c009707087,강동구,둔촌역전통시장공영주차장,성내동 417-34,운영,2021,,19,11.0,392.0,902.0,1051.0,1155.0,435.0,2026-06-30,개소별 이용건수
STAT_7e6e3efd79db,강동구,2001아울렛천호점,구천면로 189,철거,2016,2026,19,2372.0,2273.0,2547.0,1288.0,,,2026-06-30,개소별 이용건수
STAT_d00fab07a6f6,강동구,강일동주민센터,아리수로93길 9-14,운영,2026,,19,,,,,,4.0,2026-06-30,개소별 이용건수
STAT_debabdac3ce2,강동구,길동주민센터,길동 228-10,운영,2015,,12,895.0,2018.0,1547.0,2038.0,2002.0,626.0,2026-06-30,개소별 이용건수
STAT_5049cc7dcee3,강동구,성내1동 주민센터,성내로 13,운영,2014,,19,3638.0,3823.0,3153.0,3510.0,3687.0,1821.0,2026-06-30,개소별 이용건수
STAT_3bf669c51a40,강동구,암사2동 주민센터,상암로3길 28,운영,2014,,19,3583.0,3226.0,2637.0,4046.0,2815.0,1031.0,2026-06-30,개소별 이용건수
STAT_7b79614c1bf0,강동구,강동구민회관,상암로 168,운영,2014,,19,4293.0,4495.0,4663.0,4184.0,3668.0,1809.0,2026-06-30,개소별 이용건수
STAT_a6d8c6945079,강동구,강동구립암사도서관,고덕로20길 42,운영,2013,,19,3563.0,3296.0,2324.0,2305.0,1493.0,116.0,2026-06-30,개소별 이용건수
STAT_0e13e54ef4ed,강동구,강동구립해공도서관,올림픽로 702,운영,2021,,12,387.0,1142.0,1183.0,1227.0,1385.0,793.0,2026-06-30,개소별 이용건수
STAT_d812ffe286cc,강동구,구립안말경로당,풍성로45길 11,운영,2023,,12,,,31.0,107.0,31.0,61.0,2026-06-30,개소별 이용건수
